obs_name,gt,gt_code
19_34381,Plasma_IgG,10
19_34389,Plasma_IgA,9
19_34390,unknown,14
19_34391,Germinal_Center_Plasma_IgM_B_cell,5
19_34392,Germinal_Center_Plasma_IgM_B_cell,5
19_34397,Plasma_IgA,9
19_34398,M1_macrophages,7
19_34402,Germinal_Center_Plasma_IgM_B_cell,5
19_34403,Plasma_IgG,10
19_34405,Tumor,12
19_34407,unknown,14
19_34409,T_cell,11
19_34410,High_Endothelial_Venules,6
19_34411,unknown,14
19_34412,Germinal_Center_Plasma_IgM_B_cell,5
19_34413,High_Endothelial_Venules,6
19_34414,Plasma_IgG,10
19_34415,Plasma_IgG,10
19_34416,Tumor,12
19_34419,unknown,14
19_34420,High_Endothelial_Venules,6
19_34422,Tumor,12
19_34423,Tumor,12
19_34426,High_Endothelial_Venules,6
19_34427,M1_macrophages,7
19_34432,M1_macrophages,7
19_34435,Germinal_Center_Plasma_IgM_B_cell,5
19_34436,Germinal_Center_Plasma_IgM_B_cell,5
19_34437,Plasma_IgG,10
19_34438,M1_macrophages,7
19_34439,Tumor,12
19_34442,unknown,14
19_34443,Germinal_Center_Plasma_IgM_B_cell,5
19_34446,Germinal_Center_Plasma_IgM_B_cell,5
19_34447,unknown,14
19_34448,Germinal_Center_Plasma_IgM_B_cell,5
19_34449,Germinal_Center_Plasma_IgM_B_cell,5
19_34450,Germinal_Center_Plasma_IgM_B_cell,5
19_34451,High_Endothelial_Venules,6
19_34452,High_Endothelial_Venules,6
19_34453,Plasma_IgA,9
19_34456,T_cell,11
19_34457,unknown,14
19_34459,Germinal_Center_Plasma_IgM_B_cell,5
19_34460,High_Endothelial_Venules,6
19_34461,M1_macrophages,7
19_34463,Germinal_Center_Plasma_IgM_B_cell,5
19_34464,High_Endothelial_Venules,6
19_34465,Plasma_IgG,10
19_34471,M1_macrophages,7
19_34472,Germinal_Center_Plasma_IgM_B_cell,5
19_34473,Tumor,12
19_34474,Tumor,12
19_34477,unknown,14
19_34479,Germinal_Center_Plasma_IgM_B_cell,5
19_34480,Germinal_Center_Plasma_IgM_B_cell,5
19_34481,Germinal_Center_Plasma_IgM_B_cell,5
19_34482,Germinal_Center_Plasma_IgM_B_cell,5
19_34486,T_cell,11
19_34487,High_Endothelial_Venules,6
19_34488,unknown,14
19_34489,Plasma_IgG,10
19_34490,Tumor,12
19_34495,Germinal_Center_Plasma_IgM_B_cell,5
19_34496,Germinal_Center_Plasma_IgM_B_cell,5
19_34497,unknown,14
19_34498,M1_macrophages,7
19_34499,Tumor,12
19_34500,Plasma_IgG,10
19_34505,Plasma_IgG,10
19_34510,T_cell,11
19_34512,Germinal_Center_Plasma_IgM_B_cell,5
19_34513,Tumor,12
19_34514,Tumor,12
19_34519,Plasma_IgG,10
19_34520,Tumor,12
19_34521,Tumor,12
19_34522,Germinal_Center_Plasma_IgM_B_cell,5
19_34523,unknown,14
19_34525,M1_macrophages,7
19_34527,M1_macrophages,7
19_34528,M1_macrophages,7
19_34529,unknown,14
19_34530,M1_macrophages,7
19_34531,Plasma_IgG,10
19_34536,unknown,14
19_34537,unknown,14
19_34539,unknown,14
19_34540,M1_macrophages,7
19_34541,Germinal_Center_Plasma_IgM_B_cell,5
19_34544,Tumor,12
19_34549,Germinal_Center_Plasma_IgM_B_cell,5
19_34550,unknown,14
19_34551,unknown,14
19_34553,Tumor,12
19_34554,Plasma_IgG,10
19_34559,Tumor,12
19_34560,Plasma_IgG,10
19_34562,Germinal_Center_Plasma_IgM_B_cell,5
19_34563,Plasma_IgG,10
19_34564,Tumor,12
19_34565,Plasma_IgG,10
19_34569,High_Endothelial_Venules,6
19_34571,M1_macrophages,7
19_34577,Germinal_Center_Plasma_IgM_B_cell,5
19_34578,Germinal_Center_Plasma_IgM_B_cell,5
19_34579,T_cell,11
19_34580,High_Endothelial_Venules,6
19_34589,unknown,14
19_34591,M1_macrophages,7
19_34592,Plasma_IgG,10
19_34596,M1_macrophages,7
19_34597,unknown,14
19_34598,Germinal_Center_Plasma_IgM_B_cell,5
19_34600,T_cell,11
19_34601,Plasma_IgG,10
19_34604,Germinal_Center_Plasma_IgM_B_cell,5
19_34605,High_Endothelial_Venules,6
19_34608,Tumor,12
19_34614,Germinal_Center_Plasma_IgM_B_cell,5
19_34615,T_cell,11
19_34616,unknown,14
19_34618,Plasma_IgG,10
19_34620,CAM,1
19_34623,Plasma_IgG,10
19_34625,Tumor,12
19_34628,Plasma_IgA,9
19_34629,Germinal_Center_Plasma_IgM_B_cell,5
19_34630,Plasma_IgA,9
19_34631,High_Endothelial_Venules,6
19_34632,Tumor,12
19_34635,Germinal_Center_Plasma_IgM_B_cell,5
19_34636,High_Endothelial_Venules,6
19_34637,Plasma_IgG,10
19_34638,Plasma_IgG,10
19_34639,Plasma_IgG,10
19_34640,Tumor,12
19_34641,Plasma_IgG,10
19_34642,Plasma_IgG,10
19_34647,Germinal_Center_Plasma_IgM_B_cell,5
19_34648,Germinal_Center_Plasma_IgM_B_cell,5
19_34649,T_cell,11
19_34650,Germinal_Center_Plasma_IgM_B_cell,5
19_34654,unknown,14
19_34656,Plasma_IgG,10
19_34657,Tumor,12
19_34659,unknown,14
19_34660,High_Endothelial_Venules,6
19_34661,Tumor,12
19_34662,Tumor,12
19_34667,T_cell,11
19_34668,High_Endothelial_Venules,6
19_34669,unknown,14
19_34670,Germinal_Center_Plasma_IgM_B_cell,5
19_34671,High_Endothelial_Venules,6
19_34675,Germinal_Center_Plasma_IgM_B_cell,5
19_34676,unknown,14
19_34678,Germinal_Center_Plasma_IgM_B_cell,5
19_34681,Plasma_IgG,10
19_34683,M1_macrophages,7
19_34684,Germinal_Center_Plasma_IgM_B_cell,5
19_34685,Tumor,12
19_34689,Germinal_Center_Plasma_IgM_B_cell,5
19_34692,High_Endothelial_Venules,6
19_34693,Tumor,12
19_34698,unknown,14
19_34699,unknown,14
19_34700,High_Endothelial_Venules,6
19_34703,unknown,14
19_34704,Germinal_Center_Plasma_IgM_B_cell,5
19_34705,unknown,14
19_34711,T_cell,11
19_34713,Germinal_Center_Plasma_IgM_B_cell,5
19_34714,Germinal_Center_Plasma_IgM_B_cell,5
19_34715,unknown,14
19_34720,T_cell,11
19_34721,T_cell,11
19_34722,T_cell,11
19_34723,unknown,14
19_34724,Plasma_IgA,9
19_34725,Plasma_IgA,9
19_34730,Germinal_Center_Plasma_IgM_B_cell,5
19_34731,unknown,14
19_34732,Germinal_Center_Plasma_IgM_B_cell,5
19_34734,M1_macrophages,7
19_34736,Tumor,12
19_34737,Tumor,12
19_34738,unknown,14
19_34739,unknown,14
19_34741,Germinal_Center_Plasma_IgM_B_cell,5
19_34742,Germinal_Center_Plasma_IgM_B_cell,5
19_34743,Plasma_IgG,10
19_34744,M1_macrophages,7
19_34745,CAF,0
19_34752,Plasma_IgA,9
19_34755,T_cell,11
19_34756,Tumor,12
19_34758,T_cell,11
19_34759,Germinal_Center_Plasma_IgM_B_cell,5
19_34762,Tumor,12
19_34770,Plasma_IgG,10
19_34771,Plasma_IgG,10
19_34772,High_Endothelial_Venules,6
19_34779,Germinal_Center_Plasma_IgM_B_cell,5
19_34782,Plasma_IgG,10
19_34783,M1_macrophages,7
19_34784,Tumor,12
19_34786,Plasma_IgG,10
19_34790,unknown,14
19_34792,Germinal_Center_Plasma_IgM_B_cell,5
19_34793,unknown,14
19_34794,M1_macrophages,7
19_34795,High_Endothelial_Venules,6
19_34796,Plasma_IgG,10
19_34801,Germinal_Center_Plasma_IgM_B_cell,5
19_34802,T_cell,11
19_34803,Tumor,12
19_34804,Tumor,12
19_34808,unknown,14
19_34809,M1_macrophages,7
19_34810,Germinal_Center_Plasma_IgM_B_cell,5
19_34811,Tumor,12
19_34815,T_cell,11
19_34818,M1_macrophages,7
19_34819,Plasma_IgG,10
19_34820,Germinal_Center_Plasma_IgM_B_cell,5
19_34821,Plasma_IgG,10
19_34829,M1_macrophages,7
19_34830,High_Endothelial_Venules,6
19_34832,Plasma_IgG,10
19_34836,M1_macrophages,7
19_34838,unknown,14
19_34843,M1_macrophages,7
19_34844,T_cell,11
19_34845,Germinal_Center_Plasma_IgM_B_cell,5
19_34846,Germinal_Center_Plasma_IgM_B_cell,5
19_34847,Germinal_Center_Plasma_IgM_B_cell,5
19_34848,Tumor,12
19_34849,Tumor,12
19_34853,Germinal_Center_Plasma_IgM_B_cell,5
19_34854,High_Endothelial_Venules,6
19_34855,CAF,0
19_34858,Germinal_Center_Plasma_IgM_B_cell,5
19_34859,M1_macrophages,7
19_34863,Tumor,12
19_34864,Plasma_IgG,10
19_34870,M1_macrophages,7
19_34871,unknown,14
19_34872,Germinal_Center_Plasma_IgM_B_cell,5
19_34873,M1_macrophages,7
19_34874,Plasma_IgA,9
19_34878,Plasma_IgG,10
19_34879,M1_macrophages,7
19_34880,Plasma_IgG,10
19_34881,Tumor,12
19_34882,T_cell,11
19_34883,unknown,14
19_34885,unknown,14
19_34886,Germinal_Center_Plasma_IgM_B_cell,5
19_34887,Germinal_Center_Plasma_IgM_B_cell,5
19_34888,Germinal_Center_Plasma_IgM_B_cell,5
19_34889,Germinal_Center_Plasma_IgM_B_cell,5
19_34891,M1_macrophages,7
19_34892,Plasma_IgG,10
19_34893,Tumor,12
19_34898,Plasma_IgG,10
19_34899,Tumor,12
19_34902,Germinal_Center_Plasma_IgM_B_cell,5
19_34903,Plasma_IgG,10
19_34907,Plasma_IgA,9
19_34908,unknown,14
19_34910,Plasma_IgG,10
19_34915,Germinal_Center_Plasma_IgM_B_cell,5
19_34916,M1_macrophages,7
19_34917,Plasma_IgG,10
19_34921,T_cell,11
19_34922,High_Endothelial_Venules,6
19_34927,unknown,14
19_34929,Germinal_Center_Plasma_IgM_B_cell,5
19_34930,Germinal_Center_Plasma_IgM_B_cell,5
19_34931,T_cell,11
19_34932,High_Endothelial_Venules,6
19_34935,High_Endothelial_Venules,6
19_34936,Plasma_IgA,9
19_34937,Plasma_IgA,9
19_34938,unknown,14
19_34939,High_Endothelial_Venules,6
19_34940,Tumor,12
19_34941,Plasma_IgG,10
19_34945,unknown,14
19_34947,Plasma_IgG,10
19_34948,Tumor,12
19_34950,unknown,14
19_34956,Plasma_IgG,10
19_34958,M1_macrophages,7
19_34959,Germinal_Center_Plasma_IgM_B_cell,5
19_34960,unknown,14
19_34961,T_cell,11
19_34962,Plasma_IgG,10
19_34967,T_cell,11
19_34970,M1_macrophages,7
19_34971,Germinal_Center_Plasma_IgM_B_cell,5
19_34972,M1_macrophages,7
19_34973,Tumor,12
19_34974,Tumor_Keratin_Pearl,13
19_34982,M1_macrophages,7
19_34983,M1_macrophages,7
19_34984,Plasma_IgG,10
19_34985,Tumor,12
19_34986,Tumor,12
19_34991,T_cell,11
19_34992,Germinal_Center_Plasma_IgM_B_cell,5
19_34994,High_Endothelial_Venules,6
19_34995,Plasma_IgG,10
19_34997,CAF,0
19_35005,Germinal_Center_Plasma_IgM_B_cell,5
19_35006,Germinal_Center_Plasma_IgM_B_cell,5
19_35007,unknown,14
19_35008,Germinal_Center_Plasma_IgM_B_cell,5
19_35013,M1_macrophages,7
19_35015,Germinal_Center_Plasma_IgM_B_cell,5
19_35016,M1_macrophages,7
19_35017,Plasma_IgG,10
19_35018,Tumor,12
19_35019,Tumor,12
19_35020,Germinal_Center_Plasma_IgM_B_cell,5
19_35022,Germinal_Center_Plasma_IgM_B_cell,5
19_35023,Germinal_Center_Plasma_IgM_B_cell,5
19_35025,Plasma_IgG,10
19_35026,Plasma_IgG,10
19_35027,Plasma_IgA,9
19_35028,Tumor,12
19_35030,CAM,1
19_35031,Tumor,12
19_35032,Tumor,12
19_35034,Germinal_Center_Plasma_IgM_B_cell,5
19_35036,Plasma_IgA,9
19_35037,M1_macrophages,7
19_35041,Germinal_Center_Plasma_IgM_B_cell,5
19_35042,Germinal_Center_Plasma_IgM_B_cell,5
19_35043,Plasma_IgA,9
19_35044,Plasma_IgG,10
19_35045,Plasma_IgG,10
19_35048,Germinal_Center_Plasma_IgM_B_cell,5
19_35049,Germinal_Center_Plasma_IgM_B_cell,5
19_35050,Germinal_Center_Plasma_IgM_B_cell,5
19_35051,Plasma_IgA,9
19_35052,M1_macrophages,7
19_35053,Plasma_IgG,10
19_35054,Plasma_IgG,10
19_35056,Tumor,12
19_35060,unknown,14
19_35061,Germinal_Center_Plasma_IgM_B_cell,5
19_35062,Germinal_Center_Plasma_IgM_B_cell,5
19_35063,Germinal_Center_Plasma_IgM_B_cell,5
19_35064,Plasma_IgA,9
19_35065,Tumor,12
19_35068,unknown,14
19_35069,T_cell,11
19_35070,Germinal_Center_Plasma_IgM_B_cell,5
19_35071,Plasma_IgG,10
19_35076,Germinal_Center_Plasma_IgM_B_cell,5
19_35077,High_Endothelial_Venules,6
19_35081,M1_macrophages,7
19_35082,M1_macrophages,7
19_35083,T_cell,11
19_35084,Plasma_IgA,9
19_35086,T_cell,11
19_35087,M1_macrophages,7
19_35088,M1_macrophages,7
19_35089,Germinal_Center_Plasma_IgM_B_cell,5
19_35090,Tumor,12
19_35094,unknown,14
19_35097,Germinal_Center_Plasma_IgM_B_cell,5
19_35099,unknown,14
19_35100,Germinal_Center_Plasma_IgM_B_cell,5
19_35102,unknown,14
19_35106,unknown,14
19_35107,Germinal_Center_Plasma_IgM_B_cell,5
19_35109,High_Endothelial_Venules,6
19_35110,Germinal_Center_Plasma_IgM_B_cell,5
19_35112,Tumor,12
19_35116,T_cell,11
19_35120,Germinal_Center_Plasma_IgM_B_cell,5
19_35121,unknown,14
19_35122,M1_macrophages,7
19_35123,M1_macrophages,7
19_35126,Germinal_Center_Plasma_IgM_B_cell,5
19_35127,T_cell,11
19_35129,Plasma_IgG,10
19_35133,Germinal_Center_Plasma_IgM_B_cell,5
19_35134,High_Endothelial_Venules,6
19_35135,M1_macrophages,7
19_35139,M1_macrophages,7
19_35140,T_cell,11
19_35147,Germinal_Center_Plasma_IgM_B_cell,5
19_35148,Tumor,12
19_35151,M1_macrophages,7
19_35152,Plasma_IgA,9
19_35153,High_Endothelial_Venules,6
19_35158,M1_macrophages,7
19_35159,High_Endothelial_Venules,6
19_35160,Germinal_Center_Plasma_IgM_B_cell,5
19_35161,Germinal_Center_Plasma_IgM_B_cell,5
19_35162,High_Endothelial_Venules,6
19_35163,M1_macrophages,7
19_35165,unknown,14
19_35167,M1_macrophages,7
19_35168,Plasma_IgG,10
19_35169,Tumor,12
19_35170,CAF,0
19_35174,High_Endothelial_Venules,6
19_35177,Tumor,12
19_35178,Plasma_IgG,10
19_35184,Germinal_Center_Plasma_IgM_B_cell,5
19_35185,Germinal_Center_Plasma_IgM_B_cell,5
19_35188,Plasma_IgG,10
19_35189,Plasma_IgG,10
19_35190,Tumor,12
19_35191,Plasma_IgG,10
19_35194,Germinal_Center_Plasma_IgM_B_cell,5
19_35195,Germinal_Center_Plasma_IgM_B_cell,5
19_35196,Germinal_Center_Plasma_IgM_B_cell,5
19_35197,High_Endothelial_Venules,6
19_35198,T_cell,11
19_35200,Plasma_IgG,10
19_35203,Germinal_Center_Plasma_IgM_B_cell,5
19_35212,High_Endothelial_Venules,6
19_35213,Tumor,12
19_35215,Tumor,12
19_35221,Plasma_IgA,9
19_35222,M1_macrophages,7
19_35223,M1_macrophages,7
19_35225,Tumor,12
19_35227,M1_macrophages,7
19_35229,unknown,14
19_35230,M1_macrophages,7
19_35231,M1_macrophages,7
19_35233,unknown,14
19_35234,Germinal_Center_Plasma_IgM_B_cell,5
19_35235,Germinal_Center_Plasma_IgM_B_cell,5
19_35236,Germinal_Center_Plasma_IgM_B_cell,5
19_35237,unknown,14
19_35238,Germinal_Center_Plasma_IgM_B_cell,5
19_35240,High_Endothelial_Venules,6
19_35241,unknown,14
19_35242,M1_macrophages,7
19_35245,Germinal_Center_Plasma_IgM_B_cell,5
19_35246,Germinal_Center_Plasma_IgM_B_cell,5
19_35247,Plasma_IgA,9
19_35248,M1_macrophages,7
19_35249,Plasma_IgG,10
19_35250,Tumor,12
19_35251,Tumor,12
19_35256,unknown,14
19_35257,Tumor,12
19_35261,Tumor,12
19_35272,Tumor,12
19_35275,High_Endothelial_Venules,6
19_35277,Germinal_Center_Plasma_IgM_B_cell,5
19_35278,unknown,14
19_35279,M1_macrophages,7
19_35281,Tumor,12
19_35282,Plasma_IgG,10
19_35285,unknown,14
19_35287,Germinal_Center_Plasma_IgM_B_cell,5
19_35288,Germinal_Center_Plasma_IgM_B_cell,5
19_35289,unknown,14
19_35290,unknown,14
19_35292,T_cell,11
19_35293,T_cell,11
19_35294,Germinal_Center_Plasma_IgM_B_cell,5
19_35296,M1_macrophages,7
19_35297,M1_macrophages,7
19_35298,Plasma_IgG,10
19_35299,CAF,0
19_35302,Germinal_Center_Plasma_IgM_B_cell,5
19_35303,Germinal_Center_Plasma_IgM_B_cell,5
19_35304,Germinal_Center_Plasma_IgM_B_cell,5
19_35305,unknown,14
19_35306,Plasma_IgG,10
19_35307,Tumor,12
19_35312,Germinal_Center_Plasma_IgM_B_cell,5
19_35313,M1_macrophages,7
19_35314,Plasma_IgA,9
19_35315,Tumor,12
19_35320,unknown,14
19_35321,Plasma_IgG,10
19_35322,unknown,14
19_35323,Plasma_IgA,9
19_35324,Plasma_IgG,10
19_35325,unknown,14
19_35326,Plasma_IgA,9
19_35327,M1_macrophages,7
19_35328,M1_macrophages,7
19_35331,Tumor,12
19_35334,unknown,14
19_35336,Germinal_Center_Plasma_IgM_B_cell,5
19_35337,High_Endothelial_Venules,6
19_35338,Plasma_IgG,10
19_35339,Tumor,12
19_35340,unknown,14
19_35341,Germinal_Center_Plasma_IgM_B_cell,5
19_35342,unknown,14
19_35343,Plasma_IgA,9
19_35344,M1_macrophages,7
19_35345,M1_macrophages,7
19_35346,Tumor,12
19_35347,Tumor,12
19_35349,unknown,14
19_35350,Germinal_Center_Plasma_IgM_B_cell,5
19_35351,T_cell,11
19_35353,Plasma_IgG,10
19_35358,unknown,14
19_35359,Germinal_Center_Plasma_IgM_B_cell,5
19_35360,High_Endothelial_Venules,6
19_35361,Plasma_IgA,9
19_35362,Germinal_Center_Plasma_IgM_B_cell,5
19_35364,unknown,14
19_35365,M1_macrophages,7
19_35366,Germinal_Center_Plasma_IgM_B_cell,5
19_35367,Germinal_Center_Plasma_IgM_B_cell,5
19_35368,unknown,14
19_35369,Plasma_IgG,10
19_35370,T_cell,11
19_35378,unknown,14
19_35379,unknown,14
19_35382,High_Endothelial_Venules,6
19_35383,M1_macrophages,7
19_35384,Tumor,12
19_35386,Plasma_IgG,10
19_35388,Germinal_Center_Plasma_IgM_B_cell,5
19_35389,Germinal_Center_Plasma_IgM_B_cell,5
19_35390,Germinal_Center_Plasma_IgM_B_cell,5
19_35391,Germinal_Center_Plasma_IgM_B_cell,5
19_35393,Tumor,12
19_35394,unknown,14
19_35395,unknown,14
19_35396,unknown,14
19_35397,Plasma_IgG,10
19_35398,Tumor,12
19_35401,M1_macrophages,7
19_35402,Germinal_Center_Plasma_IgM_B_cell,5
19_35403,M1_macrophages,7
19_35405,Tumor,12
19_35406,Tumor,12
19_35407,CAF,0
19_35408,Tumor,12
19_35410,unknown,14
19_35411,M1_macrophages,7
19_35412,Plasma_IgG,10
19_35413,Tumor,12
19_35416,unknown,14
19_35417,unknown,14
19_35419,Germinal_Center_Plasma_IgM_B_cell,5
19_35420,Germinal_Center_Plasma_IgM_B_cell,5
19_35426,High_Endothelial_Venules,6
19_35427,unknown,14
19_35428,M1_macrophages,7
19_35430,Tumor,12
19_35434,T_cell,11
19_35435,High_Endothelial_Venules,6
19_35436,Tumor,12
19_35438,T_cell,11
19_35442,High_Endothelial_Venules,6
19_35444,High_Endothelial_Venules,6
19_35445,T_cell,11
19_35448,Germinal_Center_Plasma_IgM_B_cell,5
19_35449,M1_macrophages,7
19_35451,High_Endothelial_Venules,6
19_35452,Tumor,12
19_35455,M1_macrophages,7
19_35457,Germinal_Center_Plasma_IgM_B_cell,5
19_35458,Germinal_Center_Plasma_IgM_B_cell,5
19_35459,T_cell,11
19_35461,Plasma_IgG,10
19_35463,Plasma_IgG,10
19_35464,Tumor,12
19_35465,Tumor,12
19_35466,CAF,0
19_35472,Germinal_Center_Plasma_IgM_B_cell,5
19_35474,Germinal_Center_Plasma_IgM_B_cell,5
19_35476,Germinal_Center_Plasma_IgM_B_cell,5
19_35478,unknown,14
19_35479,High_Endothelial_Venules,6
19_35482,unknown,14
19_35483,M1_macrophages,7
19_35484,M1_macrophages,7
19_35487,unknown,14
19_35489,Plasma_IgA,9
19_35490,Tumor,12
19_35491,Tumor,12
19_35494,unknown,14
19_35496,unknown,14
19_35499,unknown,14
19_35500,T_cell,11
19_35501,unknown,14
19_35502,unknown,14
19_35504,Germinal_Center_Plasma_IgM_B_cell,5
19_35505,Plasma_IgG,10
19_35506,Plasma_IgG,10
19_35507,Plasma_IgA,9
19_35508,Tumor,12
19_35512,M1_macrophages,7
19_35513,unknown,14
19_35514,Germinal_Center_Plasma_IgM_B_cell,5
19_35515,T_cell,11
19_35516,M1_macrophages,7
19_35517,unknown,14
19_35518,M1_macrophages,7
19_35519,Plasma_IgG,10
19_35522,unknown,14
19_35524,Germinal_Center_Plasma_IgM_B_cell,5
19_35525,T_cell,11
19_35526,High_Endothelial_Venules,6
19_35527,Plasma_IgG,10
19_35530,M1_macrophages,7
19_35533,Germinal_Center_Plasma_IgM_B_cell,5
19_35534,T_cell,11
19_35535,Tumor,12
19_35543,High_Endothelial_Venules,6
19_35544,Tumor,12
19_35545,Germinal_Center_Plasma_IgM_B_cell,5
19_35546,unknown,14
19_35547,Germinal_Center_Plasma_IgM_B_cell,5
19_35548,Plasma_IgG,10
19_35549,Plasma_IgA,9
19_35550,Tumor,12
19_35553,M1_macrophages,7
19_35554,unknown,14
19_35555,Plasma_IgA,9
19_35558,Tumor,12
19_35563,unknown,14
19_35569,unknown,14
19_35570,unknown,14
19_35573,unknown,14
19_35574,Plasma_IgG,10
19_35577,unknown,14
19_35578,M1_macrophages,7
19_35579,unknown,14
19_35581,Plasma_IgA,9
19_35586,Germinal_Center_Plasma_IgM_B_cell,5
19_35587,High_Endothelial_Venules,6
19_35588,Tumor,12
19_35589,CAF,0
19_35594,M1_macrophages,7
19_35595,Plasma_IgG,10
19_35596,M1_macrophages,7
19_35597,Tumor,12
19_35600,unknown,14
19_35601,unknown,14
19_35602,unknown,14
19_35604,T_cell,11
19_35605,M1_macrophages,7
19_35606,High_Endothelial_Venules,6
19_35607,Germinal_Center_Plasma_IgM_B_cell,5
19_35608,Tumor,12
19_35614,unknown,14
19_35615,M1_macrophages,7
19_35616,Tumor,12
19_35621,unknown,14
19_35624,unknown,14
19_35625,Plasma_IgA,9
19_35627,Germinal_Center_Plasma_IgM_B_cell,5
19_35628,Plasma_IgG,10
19_35629,Plasma_IgG,10
19_35630,Tumor,12
19_35631,Plasma_IgG,10
19_35634,unknown,14
19_35636,T_cell,11
19_35637,unknown,14
19_35646,Germinal_Center_Plasma_IgM_B_cell,5
19_35648,unknown,14
19_35649,Tumor,12
19_35650,CAF,0
19_35652,Germinal_Center_Plasma_IgM_B_cell,5
19_35655,unknown,14
19_35656,Germinal_Center_Plasma_IgM_B_cell,5
19_35657,M1_macrophages,7
19_35659,Plasma_IgG,10
19_35666,Germinal_Center_Plasma_IgM_B_cell,5
19_35667,Plasma_IgA,9
19_35668,M1_macrophages,7
19_35669,Tumor,12
19_35672,T_cell,11
19_35675,M1_macrophages,7
19_35676,unknown,14
19_35677,Plasma_IgA,9
19_35678,Tumor,12
19_35679,Germinal_Center_Plasma_IgM_B_cell,5
19_35680,Germinal_Center_Plasma_IgM_B_cell,5
19_35681,unknown,14
19_35682,M1_macrophages,7
19_35683,unknown,14
19_35684,T_cell,11
19_35685,M1_macrophages,7
19_35693,Germinal_Center_Plasma_IgM_B_cell,5
19_35694,unknown,14
19_35695,Germinal_Center_Plasma_IgM_B_cell,5
19_35696,M1_macrophages,7
19_35697,M1_macrophages,7
19_35698,Tumor,12
19_35699,Tumor,12
19_35703,Plasma_IgA,9
19_35704,Germinal_Center_Plasma_IgM_B_cell,5
19_35705,Germinal_Center_Plasma_IgM_B_cell,5
19_35706,Germinal_Center_Plasma_IgM_B_cell,5
19_35707,High_Endothelial_Venules,6
19_35708,Plasma_IgG,10
19_35709,Plasma_IgG,10
19_35710,Plasma_IgG,10
19_35711,Tumor,12
19_35712,Tumor,12
19_35715,Germinal_Center_Plasma_IgM_B_cell,5
19_35716,unknown,14
19_35717,Plasma_IgA,9
19_35723,unknown,14
19_35724,unknown,14
19_35726,M1_macrophages,7
19_35727,unknown,14
19_35728,Germinal_Center_Plasma_IgM_B_cell,5
19_35729,Tumor,12
19_35730,Tumor,12
19_35733,unknown,14
19_35734,unknown,14
19_35735,unknown,14
19_35736,M1_macrophages,7
19_35738,Plasma_IgG,10
19_35739,Tumor,12
19_35741,Tumor,12
19_35744,Germinal_Center_Plasma_IgM_B_cell,5
19_35745,Germinal_Center_Plasma_IgM_B_cell,5
19_35746,unknown,14
19_35747,Plasma_IgG,10
19_35748,Plasma_IgA,9
19_35749,T_cell,11
19_35750,Tumor,12
19_35751,Tumor,12
19_35752,Tumor,12
19_35754,M1_macrophages,7
19_35755,Germinal_Center_Plasma_IgM_B_cell,5
19_35756,Germinal_Center_Plasma_IgM_B_cell,5
19_35757,M1_macrophages,7
19_35758,Plasma_IgA,9
19_35759,Germinal_Center_Plasma_IgM_B_cell,5
19_35760,M1_macrophages,7
19_35761,M1_macrophages,7
19_35764,Tumor,12
19_35765,Tumor,12
19_35767,Germinal_Center_Plasma_IgM_B_cell,5
19_35768,Germinal_Center_Plasma_IgM_B_cell,5
19_35769,T_cell,11
19_35770,Germinal_Center_Plasma_IgM_B_cell,5
19_35771,Macrophages,8
19_35777,unknown,14
19_35778,CAF,0
19_35784,Germinal_Center_Plasma_IgM_B_cell,5
19_35785,unknown,14
19_35787,Plasma_IgA,9
19_35788,T_cell,11
19_35797,Tumor,12
19_35798,M1_macrophages,7
19_35799,CAF,0
19_35805,Germinal_Center_Plasma_IgM_B_cell,5
19_35806,T_cell,11
19_35808,Tumor,12
19_35809,Tumor,12
19_35813,T_cell,11
19_35816,Germinal_Center_Plasma_IgM_B_cell,5
19_35819,unknown,14
19_35820,unknown,14
19_35821,Germinal_Center_Plasma_IgM_B_cell,5
19_35823,M1_macrophages,7
19_35824,Germinal_Center_Plasma_IgM_B_cell,5
19_35825,M1_macrophages,7
19_35826,M1_macrophages,7
19_35827,unknown,14
19_35829,High_Endothelial_Venules,6
19_35830,Plasma_IgA,9
19_35831,Tumor,12
19_35832,Plasma_IgG,10
19_35834,unknown,14
19_35835,unknown,14
19_35838,High_Endothelial_Venules,6
19_35839,M1_macrophages,7
19_35840,unknown,14
19_35841,T_cell,11
19_35842,Germinal_Center_Plasma_IgM_B_cell,5
19_35843,High_Endothelial_Venules,6
19_35844,Tumor,12
19_35845,unknown,14
19_35846,Germinal_Center_Plasma_IgM_B_cell,5
19_35848,Tumor,12
19_35852,Germinal_Center_Plasma_IgM_B_cell,5
19_35853,Germinal_Center_Plasma_IgM_B_cell,5
19_35854,Germinal_Center_Plasma_IgM_B_cell,5
19_35855,M1_macrophages,7
19_35859,Germinal_Center_Plasma_IgM_B_cell,5
19_35860,Germinal_Center_Plasma_IgM_B_cell,5
19_35861,M1_macrophages,7
19_35863,Plasma_IgA,9
19_35864,M1_macrophages,7
19_35865,Tumor,12
19_35872,High_Endothelial_Venules,6
19_35874,Plasma_IgA,9
19_35877,Tumor,12
19_35878,Tumor,12
19_35882,T_cell,11
19_35885,unknown,14
19_35886,unknown,14
19_35887,Plasma_IgA,9
19_35888,M1_macrophages,7
